Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,MP
Damian Lillard,24.3,4.4,7,1,0.2,0.424,0.354,0.92,0.143,35.3
Nassir Little,3.4,1.7,0.5,0.2,0.2,0.46,0.3,0.85,0.074,10.2
Dereck Lively II,8.8,6.9,1.1,0.7,1.4,0.747,0,0.506,0.183,23.5
Isaiah Livers,5,2.1,1.1,0.6,0.2,0.345,0.286,0.667,-0.015,20.4
Chris Livingston,1.2,1,0.2,0.1,0,0.5,0.2,0.75,0.027,4.3
Kenneth Lofton Jr.,4.6,1.8,1.6,0.3,0.2,0.462,0.292,0.654,0.068,9.5
Kevon Looney,4.5,5.7,1.8,0.4,0.4,0.597,0,0.675,0.162,16.1
Brook Lopez,12.5,5.2,1.6,0.5,2.4,0.485,0.366,0.821,0.117,30.5
Robin Lopez,1.1,0.3,0.3,0.1,0.2,0.368,0.25,1,0.007,4.1
Kevin Love,8.8,6.1,2.1,0.3,0.2,0.44,0.344,0.787,0.17,16.8
Kyle Lowry,8.1,3.2,4.2,1,0.4,0.432,0.392,0.84,0.1,28.2
Seth Lundy,1.6,0.8,0,0,0,0.235,0.231,0.75,-0.092,5.8
Trey Lyles,7.2,4.4,1.2,0.3,0.3,0.445,0.384,0.7,0.098,20
Théo Maledon,3.5,1.4,1.6,0.4,0,0.286,0.167,0.933,-0.122,12.5
Sandro Mamukelashvili,4.1,3.2,1.1,0.2,0.3,0.471,0.297,0.735,0.11,9.8
Terance Mann,8.8,3.4,1.6,0.6,0.2,0.515,0.348,0.832,0.106,25
Tre Mann,9.3,3.6,4,1.2,0.1,0.459,0.373,0.763,0.058,24.1
Boban Marjanović,3.2,2.3,0.4,0.1,0.1,0.529,0,0.643,0.128,5.1
Lauri Markkanen,23.2,8.2,2,0.9,0.5,0.48,0.399,0.899,0.163,33.1
Naji Marshall,7.1,3.6,1.9,0.7,0.2,0.463,0.387,0.791,0.1,19
Caleb Martin,10,4.4,2.2,0.7,0.5,0.431,0.349,0.778,0.066,27.4
Cody Martin,7.5,3.9,3.7,1.1,0.6,0.381,0.314,0.606,-0.012,26.9
KJ Martin,3.7,2.2,0.9,0.4,0.2,0.536,0.286,0.537,0.071,12.4
Garrison Mathews,4.9,1.4,0.6,0.3,0.1,0.456,0.44,0.81,0.077,15
Bennedict Mathurin,14.5,4,2,0.6,0.2,0.446,0.374,0.821,0.045,26.1
Wesley Matthews,3.1,1.5,0.6,0.4,0.3,0.351,0.348,0.75,0.049,11.5
Tyrese Maxey,25.9,3.7,6.2,1,0.5,0.45,0.373,0.868,0.147,37.5
Skylar Mays,4.1,1.1,2.2,0.6,0.1,0.396,0.296,0.765,0.044,11.4
Miles McBride,8.3,1.5,1.7,0.7,0.1,0.452,0.41,0.86,0.131,19.5
CJ McCollum,20,4.3,4.6,0.9,0.6,0.459,0.429,0.827,0.132,32.7
T.J. McConnell,10.2,2.7,5.5,1,0.1,0.556,0.409,0.79,0.143,18.2
Jaden McDaniels,10.5,3.1,1.4,0.9,0.6,0.489,0.337,0.722,0.077,29.2
Jalen McDaniels,3.4,1.6,0.7,0.4,0.1,0.344,0.169,0.73,-0.074,10.8
Doug McDermott,5.5,0.9,1.1,0.3,0,0.433,0.41,0.579,0.046,14.1
JaVale McGee,4,2.7,0.4,0.3,0.4,0.598,0.143,0.578,0.101,7.4
Bryce McGowens,5.1,1.7,0.9,0.4,0.2,0.439,0.333,0.776,0.034,14.9
Jordan McLaughlin,3.5,1.3,2,0.6,0.1,0.483,0.472,0.722,0.193,11.2
De'Anthony Melton,11.1,3.7,3,1.6,0.4,0.386,0.36,0.835,0.099,26.9
Nathan Mensah,1.3,2.6,0.4,0.2,0.6,0.429,,0.75,0.023,12.3
Sam Merrill,8,2,1.8,0.3,0.1,0.402,0.404,0.929,0.125,17.5
Chimezie Metu,6.5,3.8,0.9,0.8,0.3,0.504,0.298,0.906,0.085,16.8
Vasilije Micić,7,1.5,4.4,0.5,0.1,0.43,0.279,0.813,0.015,19.6
Khris Middleton,15.1,4.7,5.3,0.9,0.3,0.493,0.381,0.833,0.109,27
Brandon Miller,17.3,4.3,2.4,0.9,0.6,0.44,0.373,0.827,0.015,32.2
Jordan Miller,1.6,0.6,0,0,0,0.556,0.5,1,0.116,3.5
Leonard Miller,1.7,1.2,0.5,0.1,0.1,0.65,0.4,0.5,0.323,3.1
Dariq Whitehead,1.5,2,1.5,0,0.5,0.2,0,0.5,-0.03,12
Patty Mills,4,1.1,1.1,0.6,0,0.351,0.276,1,0.009,13
Shake Milton,4.5,1.6,1.3,0.4,0.1,0.405,0.281,0.816,0.048,12.1
Justin Minaya,1.8,1.6,0.6,0.3,0.3,0.297,0.245,0.556,0.009,11.2
Josh Minott,1.6,0.5,0.3,0.2,0.2,0.472,0.4,0.857,0.222,2.8
Davion Mitchell,5.3,1.3,1.9,0.2,0,0.452,0.361,0.714,0.059,15.3
Donovan Mitchell,26.6,5.1,6.1,1.8,0.5,0.462,0.368,0.865,0.159,35.3
Evan Mobley,15.7,9.4,3.2,0.9,1.4,0.58,0.373,0.719,0.174,30.6
Isaiah Mobley,2.3,1,0.6,0.2,0,0.417,0.3,0,0.032,7.2
Malik Monk,15.4,2.9,5.1,0.6,0.5,0.443,0.35,0.829,0.09,26
Moses Moody,8.1,3,0.9,0.6,0.4,0.462,0.36,0.785,0.101,17.5
Xavier Moon,2.4,1.3,1.5,0.2,0.2,0.326,0.118,0.5,-0.026,8.5
Taze Moore,4.5,2,1.3,0.5,0,0.421,0.143,0.5,-0.017,10
Wendell Moore Jr.,0.7,0.5,0.2,0.2,0,0.5,0,,0.052,3
Ja Morant,25.1,5.6,8.1,0.8,0.6,0.471,0.275,0.813,0.124,35.3
Marcus Morris,6.4,2.7,0.7,0.3,0.3,0.439,0.403,0.818,0.06,16.7
Markieff Morris,2.5,1.5,0.6,0.2,0.1,0.338,0.357,0.833,-0.014,8.3
Monte Morris,5,1.7,2.1,0.6,0.3,0.405,0.386,0.684,0.123,14.4
Trey Murphy III,14.8,4.9,2.2,0.9,0.5,0.443,0.38,0.815,0.154,29.6
Dejounte Murray,22.5,5.3,6.4,1.4,0.3,0.459,0.363,0.794,0.084,35.7
Jamal Murray,21.2,4.1,6.5,1,0.7,0.481,0.425,0.853,0.153,31.5
Keegan Murray,15.2,5.5,1.7,1,0.8,0.454,0.358,0.831,0.096,33.6
Kris Murray,6.1,3.6,1.3,0.9,0.3,0.396,0.268,0.661,0.024,21.7
Mike Muscala,3,2.4,0.7,0.2,0.2,0.359,0.292,0.68,0.009,11.3
Svi Mykhailiuk,4,1.2,0.9,0.3,0,0.416,0.389,0.667,0.106,10.1
Larry Nance Jr.,5.7,5,1.9,1,0.3,0.573,0.415,0.77,0.16,19.9
Pete Nance,0.4,0.4,0,0.1,0,0.167,1,0,-0.154,3.4
Andrew Nembhard,9.2,2.1,4.1,0.9,0.1,0.498,0.357,0.804,0.057,25
Aaron Nesmith,12.2,3.8,1.5,0.9,0.7,0.496,0.419,0.781,0.098,27.7
Georges Niang,9.4,3.4,1.2,0.4,0.2,0.449,0.376,0.85,0.064,22.3
Daishen Nix,1.8,0.2,0.4,0.3,0,0.375,0.353,0.5,0.014,3.3
Zeke Nnaji,3.2,2.2,0.6,0.3,0.7,0.463,0.261,0.677,0.099,9.9
Jaylen Nowell,6.2,1.8,1.5,0.3,0.2,0.436,0.207,0.778,0.016,16.5
Markquis Nowell,2,2,2,1,0,0,,1,0.665,4
Frank Ntilikina,1,1.2,0.8,0,0,0.111,0.125,1,-0.099,8.6
Jusuf Nurkić,10.9,11,4,1.1,1.1,0.51,0.244,0.64,0.133,27.3
Jordan Nwora,7,2.9,1.2,0.5,0.3,0.462,0.336,0.83,0.034,13.7
Royce O'Neale,7.7,4.8,2.8,0.7,0.6,0.397,0.37,0.686,0.085,24.7
Chuma Okeke,2.3,1.7,0.4,0.2,0.1,0.357,0.28,0.571,0.029,9.2
Josh Okogie,4.6,2.6,1.1,0.8,0.4,0.417,0.309,0.745,0.104,16
Onyeka Okongwu,10.2,6.8,1.3,0.5,1.1,0.611,0.333,0.793,0.153,25.5
Isaac Okoro,9.4,3,1.9,0.8,0.5,0.49,0.391,0.679,0.106,27.3
Kelly Olynyk,9.8,5.3,4.4,0.9,0.4,0.555,0.387,0.833,0.133,22.6
Eugene Omoruyi,4.8,2,0.8,0.6,0.1,0.485,0.283,0.653,0.074,9.1
Cedi Osman,6.8,2.5,1.7,0.5,0.2,0.479,0.389,0.673,0.071,17.6
Kelly Oubre Jr.,15.4,5,1.5,1.1,0.7,0.441,0.311,0.75,0.07,30.2
Chris Paul,9.2,3.9,6.8,1.2,0.1,0.441,0.371,0.827,0.136,26.4
Cameron Payne,7.4,1.5,2.6,0.5,0.1,0.432,0.39,0.866,0.089,16.7
Gary Payton II,5.5,2.6,1.1,0.9,0.4,0.563,0.364,0.609,0.125,15.5
Mãozinha Pereira,6.9,5.3,0.3,0.9,0.6,0.514,0.385,0.7,0.123,17.4
Drew Peterson,3.7,0.3,0.3,0.7,0,0.667,0.6,,0.194,7.7
Filip Petrušev,1,0.3,0,0,0,0.5,,0.5,0.029,3.3
Julian Phillips,2.2,0.9,0.3,0.2,0.2,0.416,0.316,0.684,0.031,8.1
Jalen Pickett,1.6,0.5,0.8,0.1,0,0.429,0.36,0.75,0.065,4.5
Scotty Pippen Jr.,12.9,3.2,4.7,1.7,0.5,0.493,0.417,0.745,0.09,25.1
Mason Plumlee,5.3,5.1,1.2,0.3,0.4,0.569,0,0.707,0.146,14.7
Brandin Podziemski,9.2,5.8,3.7,0.8,0.2,0.454,0.385,0.633,0.1,26.6
Jakob Poeltl,11.1,8.6,2.5,0.7,1.5,0.656,,0.551,0.138,26.4
Aleksej Pokusevski,5.2,3.2,1.3,0.5,0.5,0.405,0.327,0.732,0.05,14.5
Jordan Poole,17.4,2.7,4.4,1.1,0.3,0.413,0.326,0.877,-0.013,30.1
Craig Porter Jr.,5.6,2.1,2.3,0.4,0.3,0.509,0.353,0.732,0.108,12.7
Jontay Porter,4.4,3.2,2.3,0.8,0.8,0.385,0.333,0.833,0.089,13.8
Michael Porter Jr.,16.7,7,1.5,0.5,0.7,0.484,0.397,0.836,0.115,31.7
Otto Porter Jr.,2.6,1.9,0.5,0.3,0.3,0.424,0.348,1,0.07,11.6
Bobby Portis,13.8,7.4,1.3,0.8,0.4,0.508,0.407,0.79,0.112,24.5
Kristaps Porziņģis,20.1,7.2,2,0.7,1.9,0.516,0.375,0.858,0.226,29.6
Micah Potter,3.3,2.7,0.4,0.3,0.4,0.475,0.429,0.75,0.075,11.6
Dwight Powell,3.3,3.4,1.3,0.4,0.3,0.679,0.333,0.708,0.181,13.3
Norman Powell,13.9,2.6,1.1,0.6,0.3,0.486,0.435,0.831,0.099,26.2
Jason Preston,1.7,2.4,2.3,0.3,0.1,0.316,0,,0.026,10.1
Joshua Primo,1,0.5,0,0,0.5,0.333,0,,-0.585,5
Taurean Prince,8.9,2.9,1.5,0.7,0.4,0.442,0.396,0.735,0.043,27
Payton Pritchard,9.6,3.2,3.4,0.5,0.1,0.468,0.385,0.821,0.16,22.3
Olivier-Maxence Prosper,3,2,0.6,0.2,0.1,0.385,0.289,0.683,0.076,8.4
Trevelin Queen,2.9,1.4,1.3,0.5,0.4,0.368,0.176,0.75,0.056,11.8
Neemias Queta,5.5,4.4,0.7,0.5,0.8,0.644,,0.714,0.259,11.9
Immanuel Quickley,17,3.8,4.9,0.7,0.1,0.434,0.395,0.853,0.115,29.2
Lester Quiñones,4.4,1.9,1,0.2,0.1,0.397,0.364,0.69,0.068,10.6
Jahmi'us Ramsey,6.7,3.1,1.1,1,0,0.439,0.273,0.833,0.021,17.3
Julius Randle,24,9.2,5,0.5,0.3,0.472,0.311,0.781,0.113,35.4
Duop Reath,9.1,3.7,1,0.5,0.6,0.461,0.359,0.742,0.095,17.9
Austin Reaves,15.9,4.3,5.5,0.8,0.3,0.486,0.367,0.853,0.108,32.1
Cam Reddish,5.4,2.1,1,1,0.3,0.389,0.336,0.759,0.03,20.5
Paul Reed,7.3,6,1.3,0.8,1,0.54,0.368,0.718,0.154,19.4
Naz Reid,13.5,5.2,1.3,0.8,0.9,0.477,0.414,0.736,0.12,24.2
Jared Rhoden,4.9,1.9,0.8,0.2,0.8,0.5,0.387,0.625,0.06,14.4
Nick Richards,9.7,8,0.8,0.4,1.1,0.691,0,0.737,0.14,26.3
Josh Richardson,9.9,2.8,2.4,0.6,0.3,0.444,0.347,0.944,0.093,25.7
Duncan Robinson,12.9,2.5,2.8,0.7,0.2,0.45,0.395,0.889,0.091,28
Jerome Robinson,1.4,0.3,0.2,0,0.1,0.333,0.118,0.636,-0.04,3.7
Mitchell Robinson,5.6,8.5,0.6,1.2,1.1,0.575,,0.409,0.155,24.8
Orlando Robinson,2.8,2.3,0.9,0.2,0.2,0.5,0.533,0.76,0.135,8.4
Jeremiah Robinson-Earl,2.9,1.9,0.5,0.3,0.1,0.474,0.333,0.75,0.086,8.6
David Roddy,6.5,3.2,1.2,0.4,0.2,0.403,0.293,0.691,0.004,18.1
Ryan Rollins,3.4,1,1.1,0.8,0.2,0.519,0.75,0.765,0.155,6
Derrick Rose,8,1.9,3.3,0.3,0.1,0.461,0.366,0.889,0.046,16.6
Terry Rozier,19.8,4,5.6,1,0.3,0.443,0.363,0.869,0.091,33.4
Rayan Rupert,4,2.4,1.6,0.3,0.1,0.335,0.359,0.76,-0.009,16.2
D'Angelo Russell,18,3.1,6.3,0.9,0.5,0.456,0.415,0.828,0.099,32.7
Matt Ryan,5.4,1.4,0.6,0.2,0,0.434,0.451,0.929,0.065,13.9
Domantas Sabonis,19.4,13.7,8.2,0.9,0.6,0.594,0.379,0.704,0.206,35.7
Luka Šamanić,4.1,2.4,0.4,0.1,0.2,0.38,0.203,0.786,-0.029,9.4
Jermaine Samuels,1.4,0.9,0.2,0.1,0.1,0.643,0,1,0.178,4.3
Adama Sanogo,4,4,0,0.1,0,0.519,,0.667,0.133,7.3
Gui Santos,3.6,2.1,0.6,0.2,0.1,0.509,0.37,0.941,0.169,8.3
Dario Šarić,8,4.4,2.3,0.5,0.2,0.466,0.376,0.849,0.123,17.2
Olivier Sarr,2.3,2.4,0.1,0,0.5,0.579,0.333,0.667,0.186,6.5
Marcus Sasser,8.3,1.8,3.3,0.6,0.2,0.428,0.375,0.879,0.033,19
Admiral Schofield,1.1,0.7,0.3,0,0,0.385,0.375,0,0.006,3.7
Dennis Schröder,14,3,6.1,0.8,0.2,0.435,0.375,0.836,0.063,31.1
Dereon Seabron,2.3,1.2,0.8,0.3,0.2,0.308,0.5,0.833,0.087,9.2
Alperen Sengun,21.1,9.3,5,1.2,0.7,0.537,0.297,0.693,0.163,32.5
Brice Sensabaugh,7.5,3.2,1.7,0.4,0.2,0.39,0.296,0.902,-0.024,18.3
Collin Sexton,18.7,2.6,4.9,0.8,0.2,0.487,0.394,0.859,0.127,26.6
Landry Shamet,7.1,1.3,1.2,0.5,0.2,0.431,0.338,0.826,0.022,15.8
Day'Ron Sharpe,6.8,6.4,1.4,0.4,0.7,0.571,0.267,0.61,0.152,15.1
Shaedon Sharpe,15.9,5,2.9,0.9,0.4,0.406,0.333,0.824,0.022,33.1
Ben Sheppard,4.4,1.6,0.9,0.6,0,0.393,0.314,0.885,0.046,14.3
Pascal Siakam,21.7,7.1,4.3,0.8,0.3,0.536,0.346,0.732,0.124,33.2
Ben Simmons,6.1,7.9,5.7,0.8,0.6,0.581,,0.4,0.133,23.9
Kobi Simmons,5,1.8,3,1.5,0.5,0.429,0.25,,0.098,16.8
Anfernee Simons,22.6,3.6,5.5,0.5,0.1,0.43,0.385,0.916,0.068,34.4
Zavier Simpson,6,2.9,3.6,1,0.4,0.315,0.294,0.75,-0.046,23
Jericho Sims,2,3.3,0.6,0.2,0.4,0.691,,0.667,0.127,13
Dmytro Skapintsev,0,0,0,0,0,0,,,-0.483,1
Jalen Slawson,0.7,0.6,0.2,0.1,0.1,0.667,0,,0.058,3.1
Javonte Smart,0,0,0,0,0,,,,0.005,1
Marcus Smart,14.5,2.7,4.3,2.1,0.3,0.43,0.313,0.768,0.02,30.3
Dennis Smith Jr.,6.6,2.9,3.6,1.2,0.2,0.435,0.294,0.741,0.08,18.9
Dru Smith,4.3,1.6,1.6,1,0.3,0.455,0.412,1,0.125,14.6
Ish Smith,3.2,1.8,3.4,0.4,0.1,0.418,0.5,0.75,-0.025,17.2
Jabari Smith Jr.,13.7,8.1,1.6,0.7,0.8,0.454,0.363,0.811,0.111,31.9
Jalen Smith,9.9,5.5,1,0.3,0.6,0.592,0.424,0.692,0.182,17.2
Nick Smith Jr.,5.9,1.4,1.2,0.2,0.1,0.391,0.432,0.867,-0.036,14.3
Terquavion Smith,3.3,0.3,0.8,0.5,0,0.391,0.371,0.6,0.05,5.3
Jeremy Sochan,11.6,6.4,3.4,0.8,0.5,0.438,0.308,0.771,0.03,29.6
Pat Spencer,0.7,0.7,0.8,0,0,0.5,0,,0.084,4.3
Jaden Springer,3.3,1.6,0.9,0.7,0.3,0.399,0.208,0.833,0.052,10.3
Lamar Stevens,7.2,3.3,0.7,0.6,0.6,0.45,0.304,0.778,0.068,14.7
Isaiah Stewart,10.9,6.6,1.6,0.4,0.8,0.487,0.383,0.753,0.056,30.9
Julian Strawther,4.5,1.2,0.9,0.3,0.1,0.369,0.297,0.71,0.015,10.9
Max Strus,12.2,4.8,4,0.9,0.4,0.418,0.351,0.794,0.083,32
Jalen Suggs,12.6,3.1,2.7,1.4,0.6,0.471,0.397,0.756,0.112,27
Cole Swider,2.3,0.4,0.3,0.1,0.1,0.395,0.333,1,-0.05,4.8
Jae'Sean Tate,4.1,3,1,0.6,0.2,0.472,0.299,0.667,0.082,15.9
Jayson Tatum,26.9,8.1,4.9,1,0.6,0.471,0.376,0.833,0.189,35.7
Terry Taylor,1.5,1.2,0.3,0.2,0.1,0.513,0.222,0.8,0.07,6.1
Garrett Temple,3.3,1.7,1,0.4,0.1,0.372,0.3,0.818,0.032,10.7
Dalen Terry,3.1,1.9,1.4,0.5,0.3,0.439,0.23,0.581,0.06,11.5
Daniel Theis,6.3,4.1,1,0.4,0.9,0.532,0.366,0.76,0.119,16.9
Cam Thomas,22.5,3.2,2.9,0.7,0.2,0.442,0.364,0.856,0.058,31.4
Isaiah Thomas,1.3,0,0.5,0,0,0.3,0.5,,-0.03,3.2
Amen Thompson,9.5,6.6,2.6,1.3,0.6,0.536,0.138,0.684,0.149,22.4
Ausar Thompson,8.8,6.4,1.9,1.1,0.9,0.483,0.186,0.597,0.053,25.1
Klay Thompson,17.9,3.3,2.3,0.6,0.5,0.432,0.387,0.927,0.075,29.7
Tristan Thompson,3.3,3.6,1,0.2,0.3,0.608,0,0.288,0.119,11.2
JT Thor,3.2,2.3,0.5,0.2,0.4,0.437,0.346,0.55,0.034,12.4
Matisse Thybulle,5.4,2.1,1.4,1.7,0.8,0.397,0.346,0.759,0.072,22.9
Xavier Tillman Sr.,5.3,3.9,1.4,0.9,0.8,0.434,0.247,0.44,0.071,18
Jacob Toppin,1.4,0.8,0.3,0,0.1,0.556,0.25,1,0.161,4.2
Obi Toppin,10.3,3.9,1.6,0.6,0.5,0.573,0.403,0.77,0.132,21.1
Juan Toscano-Anderson,0.6,1.3,0.4,0.1,0.1,0.25,0.25,,-0.024,4.8
Karl-Anthony Towns,21.8,8.3,3,0.7,0.7,0.504,0.416,0.873,0.148,32.7
Gary Trent Jr.,13.7,2.6,1.7,1.1,0.1,0.426,0.393,0.771,0.04,28.1
Oscar Tshiebwe,3.3,2,0.3,0.3,0.1,0.5,,0.75,0.221,5.3
P.J. Tucker,1.7,2.7,0.5,0.5,0.2,0.36,0.371,1,0.068,15.7
Myles Turner,17.1,6.9,1.3,0.5,1.9,0.524,0.358,0.773,0.134,27
Hunter Tyson,1.1,0.5,0.1,0.1,0,0.4,0.286,,0.007,2.7
Stanley Umude,5.3,2.1,0.5,0.3,0.3,0.44,0.453,0.906,0.085,12.8
Jonas Valančiūnas,12.2,8.8,2.1,0.4,0.8,0.559,0.308,0.785,0.177,23.5
Jarred Vanderbilt,5.2,4.8,1.2,1.2,0.2,0.518,0.296,0.667,0.089,20
Fred VanVleet,17.4,3.8,8.1,1.4,0.8,0.416,0.387,0.86,0.15,36.8
Devin Vassell,19.5,3.8,4.1,1.1,0.3,0.472,0.372,0.801,0.077,33.1
Sasha Vezenkov,5.4,2.3,0.5,0.5,0.2,0.44,0.375,0.8,0.098,12.2
Gabe Vincent,3.1,0.8,1.9,0.8,0,0.306,0.107,0.5,-0.033,19.8
Nikola Vučević,18,10.5,3.3,0.7,0.8,0.484,0.294,0.822,0.1,34.3
Tristan Vukcevic,8.5,3.6,1.3,0.5,0.7,0.433,0.278,0.773,0.045,15.3
Dean Wade,5.4,4,0.8,0.7,0.5,0.414,0.391,0.769,0.11,20.5
Franz Wagner,19.7,5.3,3.7,1.1,0.4,0.482,0.281,0.85,0.131,32.5
Moritz Wagner,10.9,4.3,1.2,0.5,0.3,0.601,0.33,0.814,0.188,17.7
Ish Wainright,2.1,1.3,0.1,0.4,0.1,0.292,0.35,1,0.029,5.6
Jabari Walker,8.9,7.1,1,0.6,0.3,0.46,0.295,0.754,0.083,23.6
Jarace Walker,3.6,1.9,1.2,0.5,0.3,0.409,0.4,0.889,0.058,10.3
Lonnie Walker IV,9.7,2.2,1.3,0.6,0.3,0.423,0.384,0.763,0.038,17.4
Cason Wallace,6.8,2.3,1.5,0.9,0.5,0.491,0.419,0.784,0.115,20.6
Jordan Walsh,1.7,2.2,0.6,0.6,0.1,0.4,0.222,0.5,0.089,9.2
T.J. Warren,3.7,2,0.8,0.4,0.1,0.439,0.154,0.75,0.06,11.4
P.J. Washington,12.9,5.6,1.9,1,0.8,0.436,0.32,0.683,0.04,30.4
TyTy Washington Jr.,1.3,0.5,0.5,0.3,0,0.3,0.333,,-0.072,5.1
Yuta Watanabe,3.4,1.6,0.4,0.4,0.2,0.353,0.294,0.588,-0.009,13.6
Lindy Waters III,3.6,1.1,0.6,0.1,0.2,0.471,0.435,1,0.15,7.4
Trendon Watford,6.9,3.1,1.3,0.4,0.3,0.527,0.397,0.794,0.1,13.6
Peyton Watson,6.7,3.2,1.1,0.5,1.1,0.465,0.296,0.67,0.079,18.6
Victor Wembanyama,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,0.085,29.7
Blake Wesley,4.4,1.5,2.7,0.5,0.1,0.474,0.218,0.667,0.05,14.4
Russell Westbrook,11.1,5,4.5,1.1,0.3,0.454,0.273,0.688,0.066,22.5
Coby White,19.1,4.5,5.1,0.7,0.2,0.447,0.376,0.838,0.078,36.5
Derrick White,15.2,4.2,5.2,1,1.2,0.461,0.396,0.901,0.171,32.6
Jack White,1.5,3,0.3,1,0.3,0.125,0.2,,-0.1,16
Cam Whitmore,12.3,3.8,0.7,0.6,0.4,0.454,0.359,0.679,0.082,18.7
Aaron Wiggins,6.9,2.4,1.1,0.7,0.2,0.562,0.492,0.789,0.144,15.7
Andrew Wiggins,13.2,4.5,1.7,0.6,0.6,0.453,0.358,0.751,0.07,27
Lindell Wigginton,2,0,0,0,0,0.4,0,1,-0.154,2.7
Alondes Williams,0.7,0.1,0,0,0.1,0.25,0,1,-0.357,2.3
Brandon Williams,3.2,0.8,1,0.1,0.1,0.37,0.2,0.647,-0.044,6.6
Grant Williams,10.3,4.2,2.3,0.6,0.5,0.456,0.375,0.757,0.059,28
Jalen Williams,19.1,4,4.5,1.1,0.6,0.54,0.427,0.814,0.157,31.3
Jaylin Williams,4,3.4,1.6,0.4,0.4,0.417,0.368,0.805,0.13,13
Jeenathan Williams,2.9,1,0.3,0.2,0,0.54,0.4,0.538,0.11,5.9
Kenrich Williams,4.7,3,1.3,0.6,0.1,0.468,0.397,0.5,0.115,14.9
Malik Williams,2.7,5.4,0.3,0.4,0.6,0.265,0.2,0,-0.069,15.3
Mark Williams,12.7,9.7,1.2,0.8,1.1,0.649,,0.719,0.198,26.7
Patrick Williams,10,3.9,1.5,0.9,0.8,0.443,0.399,0.788,0.048,27.3
Robert Williams,6.8,6.3,0.8,1.2,1.2,0.654,,0.778,0.144,19.8
Vince Williams Jr.,10,5.6,3.4,0.9,0.7,0.446,0.378,0.8,0.093,27.6
Ziaire Williams,8.2,3.5,1.5,0.7,0.2,0.397,0.307,0.827,0.01,20.4
Zion Williamson,22.9,5.8,5,1.1,0.7,0.57,0.333,0.702,0.164,31.5
D.J. Wilson,5,1,1,0,1,0.667,1,,0.355,7.5
Jalen Wilson,5,3,1,0.3,0.1,0.425,0.324,0.826,0.077,15.4
Dylan Windler,2.5,0.9,0.6,0.1,0,0.5,0.481,,0.14,6.4
James Wiseman,7.1,5.3,0.9,0.2,0.6,0.613,0,0.706,0.094,17.3
Isaiah Wong,2,0,0,0,0,0.333,0,,-0.277,4
Christian Wood,6.9,5.1,1,0.3,0.7,0.466,0.307,0.702,0.064,17.4
Delon Wright,4.5,1.8,2.5,1.1,0.2,0.394,0.368,0.822,0.109,15.8
Thaddeus Young,4.2,3.1,1.7,0.7,0.2,0.602,0.143,0.4,0.138,13.3
Trae Young,25.7,2.8,10.8,1.3,0.2,0.43,0.373,0.855,0.114,36
Omer Yurtseven,4.6,4.3,0.6,0.2,0.4,0.538,0.208,0.679,0.062,11.4
Cody Zeller,1.8,2.6,0.9,0.2,0.1,0.419,0.333,0.605,0.124,7.4
Ivica Zubac,11.7,9.2,1.4,0.3,1.2,0.649,,0.723,0.182,26.4
