Player,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS/48,MP
Steve Nash,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,0.178,32.8
Jameer Nelson,12.6,3,5.4,0.7,0,0.449,0.381,0.845,0.13,28.6
Rasho Nesterović,3.9,2.1,0.6,0.2,0.4,0.544,,0.2,0.089,9.8
Joakim Noah,10.7,11,2.1,0.5,1.6,0.504,,0.744,0.154,30.1
Andrés Nocioni,8.5,3,1,0.4,0.3,0.399,0.386,0.717,0.044,19.7
Steve Novak,2.1,0.6,0.1,0.1,0,0.389,0.31,0.778,0.043,6.7
Dirk Nowitzki,25,7.7,2.7,0.9,1,0.481,0.421,0.915,0.194,37.5
Patrick O'Bryant,1.7,1,0.1,0.2,0.4,0.533,0,0.5,-0.009,4.6
Jermaine O'Neal,13.6,6.9,1.3,0.4,1.4,0.529,0,0.72,0.135,28.4
Shaquille O'Neal,12,6.7,1.5,0.3,1.2,0.566,0,0.496,0.119,23.4
Fabricio Oberto,1.5,1.8,0.9,0.2,0.2,0.625,,0.765,0.047,11.4
Greg Oden,11.1,8.5,0.9,0.4,2.3,0.605,,0.766,0.214,23.9
Lamar Odom,10.8,9.8,3.3,0.9,0.7,0.463,0.319,0.693,0.143,31.5
Emeka Okafor,10.4,9,0.7,0.7,1.5,0.53,,0.562,0.111,28.9
Mehmet Okur,13.5,7.1,1.6,0.5,1.1,0.458,0.385,0.82,0.126,29.4
Kevin Ollie,1.8,1,0.8,0.4,0,0.4,0,1,0.059,10.5
Travis Outlaw,9.1,3.6,1,0.5,0.5,0.391,0.381,0.831,0.062,21.5
Zaza Pachulia,4.3,3.8,0.5,0.5,0.4,0.488,0,0.65,0.121,14
Jannero Pargo,5.5,1.2,1.4,0.5,0,0.346,0.275,0.933,-0.015,13.2
Anthony Parker,7.3,2.9,1.9,0.8,0.2,0.434,0.414,0.789,0.103,28.3
Tony Parker,16,2.4,5.7,0.5,0.1,0.487,0.294,0.756,0.101,30.9
Chris Paul,18.7,4.2,10.7,2.1,0.2,0.493,0.409,0.847,0.204,38
Sasha Pavlović,3.7,1.6,0.8,0.3,0.1,0.363,0.297,0.385,-0.063,12.4
Oleksiy Pecherov,4.5,2.8,0.3,0.2,0.3,0.41,0.269,0.906,0.01,10.2
Kendrick Perkins,10.1,7.6,1,0.3,1.7,0.602,0,0.582,0.117,27.6
Morris Peterson,7.1,2.7,0.9,0.5,0.1,0.385,0.363,0.611,0.039,21.2
Johan Petro,3.4,3.6,0.4,0.3,0.4,0.535,0,0.667,0.089,12.1
Paul Pierce,18.3,4.4,3.1,1.2,0.4,0.472,0.414,0.852,0.165,34
Mickaël Piétrus,8.7,2.9,0.7,0.7,0.4,0.432,0.379,0.633,0.103,22.5
James Posey,5.2,4.3,1.5,0.5,0.2,0.365,0.335,0.825,0.067,22.5
Leon Powe,4,3.1,0,0.3,0.1,0.429,,0.587,0.097,11.8
Josh Powell,2.7,1.8,0.6,0.1,0.1,0.366,0.438,0.645,0.001,9.2
A.J. Price,7.3,1.6,1.9,0.6,0.1,0.41,0.345,0.8,0.065,15.4
Ronnie Price,4.3,1.2,2.1,0.7,0.2,0.405,0.286,0.695,0.056,13.4
Tayshaun Prince,13.5,5.1,3.3,0.7,0.4,0.486,0.37,0.714,0.091,34
Joel Przybilla,4.1,7.9,0.3,0.3,1.4,0.523,,0.647,0.101,22.7
Chris Quinn,2.2,0.6,1.2,0.4,0,0.357,0.313,1,0.025,8.9
Vladimir Radmanović,6.2,4.3,1.1,0.7,0.2,0.377,0.278,0.741,-0.002,21.7
Anthony Randolph,11.6,6.5,1.3,0.8,1.5,0.443,0.2,0.801,0.098,22.7
Shavlik Randolph,2.3,2.3,0.2,0.2,0.2,0.333,,1,-0.013,8.8
Zach Randolph,20.8,11.7,1.8,1,0.4,0.488,0.288,0.778,0.153,37.7
Theo Ratliff,3.6,3.2,0.5,0.2,1.2,0.461,,0.76,0.084,16.5
Michael Redd,11.9,3,2.2,1.1,0.1,0.352,0.3,0.712,0.059,27.3
JJ Redick,9.6,1.9,1.9,0.3,0,0.439,0.405,0.86,0.173,22
Chris Richard,2.1,3.3,0.4,0.4,0.2,0.517,,0.636,0.067,12.4
Jason Richardson,15.7,5.1,1.8,0.8,0.4,0.474,0.393,0.739,0.128,31.5
Quentin Richardson,8.9,4.9,1.2,0.9,0.2,0.431,0.397,0.732,0.133,27.4
Luke Ridnour,10.4,1.7,4,0.7,0.1,0.478,0.381,0.907,0.168,21.5
Nate Robinson,10.1,2,2.9,0.9,0.1,0.436,0.39,0.746,0.095,19.9
Sergio Rodríguez,6.6,1.3,3.2,0.8,0.1,0.476,0.352,0.731,0.053,15.9
Rajon Rondo,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,0.156,36.6
Derrick Rose,20.8,3.8,6,0.7,0.3,0.489,0.267,0.766,0.1,36.8
Quinton Ross,1.8,0.9,0.2,0.3,0.1,0.36,0.19,0.571,-0.008,10.8
Brandon Roy,21.5,4.4,4.7,0.9,0.2,0.473,0.33,0.78,0.18,37.2
Brandon Rush,9.4,4.2,1.4,0.7,0.8,0.423,0.411,0.629,0.047,30.4
Kareem Rush,1.3,0.9,0.6,0.3,0.4,0.364,0.333,,-0.019,8.3
John Salmons,15.4,3.3,2.8,1.2,0.3,0.441,0.382,0.83,0.121,34.9
Brian Scalabrine,1.5,0.9,0.5,0.2,0.1,0.341,0.327,0.667,0.019,9.1
Luis Scola,16.2,8.6,2.1,0.8,0.3,0.514,0.2,0.779,0.114,32.6
Thabo Sefolosha,6,4.7,1.8,1.2,0.6,0.44,0.313,0.674,0.082,28.6
Ramon Sessions,8.2,2.6,3.1,0.7,0.1,0.456,0.067,0.717,0.031,21.1
Bobby Simmons,5.3,2.7,0.7,0.7,0.1,0.359,0.317,0.9,0.014,17.2
James Singleton,4.5,4.8,0.5,0.5,0.8,0.382,0.189,0.855,0.056,17.1
Brian Skinner,1.6,1.7,0,0.2,0.3,0.4,,0.75,-0.006,7.7
Craig Smith,7.8,3.8,1.1,0.4,0.3,0.569,0.2,0.635,0.117,16.4
J.R. Smith,15.4,3.1,2.4,1.3,0.3,0.414,0.338,0.706,0.062,27.8
Jason Smith,3.4,2.4,0.6,0.4,0.5,0.431,0.345,0.69,0.048,11.8
Joe Smith,3,2.5,0.3,0.1,0.3,0.399,0.143,0.813,0.077,9.3
Josh Smith,15.7,8.7,4.2,1.6,2.1,0.505,0,0.618,0.155,35.4
Darius Songaila,7.2,3.1,0.9,0.8,0.2,0.494,0.167,0.811,0.044,18.8
Marreese Speights,8.6,4.1,0.6,0.5,0.5,0.477,0,0.745,0.101,16.4
Jerry Stackhouse,8.5,2.4,1.7,0.5,0.2,0.408,0.346,0.797,0.048,20.4
DeShawn Stevenson,2.1,1.4,0.9,0.3,0.1,0.282,0.218,0.714,-0.022,13.8
Peja Stojaković,12.6,3.7,1.5,0.8,0.1,0.404,0.375,0.897,0.067,31.4
Amar'e Stoudemire,23.1,8.9,1,0.6,1,0.557,0.167,0.771,0.181,34.6
Rodney Stuckey,16.6,3.8,4.8,1.4,0.2,0.405,0.228,0.833,0.052,34.2
DaJuan Summers,3,1,0.4,0.2,0.2,0.354,0.357,0.711,0.002,9.2
Jermaine Taylor,4.1,1.5,0.5,0.3,0.1,0.378,0.227,0.717,0.015,9.8
Jeff Teague,3.2,0.9,1.7,0.5,0.2,0.396,0.219,0.837,0.042,10.1
Sebastian Telfair,4.8,1,2.9,0.6,0.1,0.413,0.232,0.784,0.02,15.3
Garrett Temple,5,1.1,0.8,0.5,0.2,0.436,0.351,0.7,0.057,12.4
Jason Terry,16.6,1.8,3.8,1.2,0.2,0.438,0.365,0.866,0.123,33
Hasheem Thabeet,3.1,3.6,0.2,0.2,1.3,0.588,,0.581,0.109,13
Etan Thomas,3.3,2.8,0,0.2,0.7,0.456,,0.591,0.028,14
Kenny Thomas,1.6,3.3,0.6,0.4,0.4,0.486,,0.583,0.059,12
Kurt Thomas,3,4.2,0.7,0.4,0.7,0.476,,0.8,0.095,15
Tim Thomas,7.5,2.3,0.8,0.6,0.1,0.462,0.372,0.875,0.12,15.8
Tyrus Thomas,9.4,6.2,1,1.2,1.6,0.462,0,0.686,0.103,22.6
Jason Thompson,12.5,8.5,1.7,0.5,1,0.472,0.1,0.715,0.081,31.4
Al Thornton,10.7,3.9,1.2,0.6,0.5,0.473,0.355,0.725,0.05,27.7
Marcus Thornton,14.5,2.9,1.6,0.8,0.2,0.451,0.374,0.814,0.103,25.6
Jamaal Tinsley,3.5,1.7,2.8,0.9,0.1,0.371,0.179,0.815,-0.027,15.5
Anthony Tolliver,11.7,7,1.9,0.7,0.7,0.43,0.329,0.769,0.084,31
Alando Tucker,3.4,0.7,0.3,0,0,0.436,0.143,0.762,0.061,6.4
Ronny Turiaf,4.9,4.5,2.1,0.5,1.3,0.582,0,0.474,0.078,20.8
Hedo Türkoğlu,11.3,4.6,4.1,0.7,0.4,0.409,0.374,0.774,0.071,30.7
Ime Udoka,3.6,2.8,0.8,0.5,0.1,0.378,0.286,0.737,0.041,13.7
Beno Udrih,12.9,2.8,4.7,1.1,0.1,0.493,0.377,0.837,0.107,31.4
Roko Ukić,3.1,0.2,0.9,0.1,0,0.467,0.25,0.818,0.101,7.5
Anderson Varejão,8.6,7.6,1.1,0.9,0.9,0.572,0.2,0.663,0.179,28.5
Charlie Villanueva,11.9,4.7,0.7,0.6,0.7,0.439,0.351,0.815,0.092,23.7
Sasha Vujačić,2.8,1.2,0.6,0.3,0.1,0.402,0.309,0.848,0.12,8.6
Dwyane Wade,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,0.224,36.3
Henry Walker,9.4,2.5,1.1,0.7,0.1,0.517,0.431,0.796,0.121,21.9
Ben Wallace,5.5,8.7,1.5,1.2,1.2,0.541,0,0.406,0.115,28.6
Gerald Wallace,18.2,10,2.1,1.5,1.1,0.484,0.371,0.776,0.177,41
Rasheed Wallace,9,4.1,1,1,0.9,0.409,0.283,0.768,0.096,22.5
Luke Walton,2.4,1.3,1.4,0.3,0,0.357,0.412,0.5,0.047,9.4
Hakim Warrick,9.6,4.1,0.7,0.3,0.2,0.482,0.143,0.737,0.124,20.5
C.J. Watson,10.3,2.6,2.8,1.6,0.1,0.468,0.31,0.771,0.082,27.5
Earl Watson,7.8,3,5.1,1.3,0.2,0.426,0.288,0.71,0.055,29.4
Kyle Weaver,3,1.5,0.9,0.5,0.5,0.364,0.368,0.833,0.106,12
Martell Webster,9.4,3.3,0.8,0.5,0.5,0.405,0.373,0.813,0.105,24.5
Sonny Weems,7.5,2.8,1.5,0.6,0.4,0.515,0.133,0.688,0.044,19.8
David West,19,7.5,3,0.9,0.7,0.505,0.259,0.865,0.122,36.4
Delonte West,8.8,2.8,3.3,0.9,0.5,0.445,0.325,0.81,0.106,25
Mario West,0.8,0.7,0.2,0.2,0,0.571,0,0.6,0.106,3.6
Russell Westbrook,16.1,4.9,8,1.3,0.4,0.418,0.221,0.78,0.105,34.3
D.J. White,4.9,1.9,0.3,0.4,0.3,0.61,,0.9,0.276,8.5
Chris Wilcox,4.5,3.4,0.4,0.4,0.4,0.525,,0.5,0.022,13
Damien Wilkins,5.6,3.1,1.7,0.8,0.3,0.433,0.295,0.798,0.056,19.8
Mike Wilks,4,1,1,0,0,0.5,0.667,0.5,0.023,14.8
Deron Williams,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,0.177,36.9
Jason Williams,6,1.5,3.6,0.6,0,0.444,0.38,0.756,0.127,20.8
Jawad Williams,4.1,1.5,0.6,0.2,0.1,0.393,0.323,0.711,0.069,13.7
Lou Williams,14,2.9,4.2,1.3,0.2,0.47,0.34,0.824,0.13,29.9
Marcus Williams,4.3,1.5,2.6,0.5,0,0.384,0.296,0.673,0.002,14.1
Marvin Williams,10.1,5.1,1.1,0.8,0.6,0.455,0.303,0.819,0.112,30.5
Mo Williams,15.8,3,5.3,1,0.3,0.442,0.429,0.894,0.136,34.2
Reggie Williams,15.2,4.6,2.8,1,0.3,0.495,0.359,0.839,0.105,32.6
Sean Williams,2.6,2.3,0.1,0.4,1,0.429,0,0.526,-0.036,11.4
Shelden Williams,3.7,2.7,0.4,0.2,0.4,0.521,0,0.765,0.162,11.1
Terrence Williams,8.4,4.5,2.9,0.6,0.1,0.401,0.31,0.715,-0.007,22.6
Metta World Peace,11,4.3,3,1.4,0.3,0.414,0.355,0.688,0.098,33.8
Antoine Wright,6.5,2.8,1.1,0.4,0.2,0.406,0.335,0.688,0.011,20.8
Dorell Wright,7.1,3.3,1.3,0.7,0.4,0.463,0.389,0.884,0.137,20.8
Julian Wright,3.8,2.1,0.6,0.4,0.3,0.5,0.333,0.61,0.044,12.8
Nick Young,8.6,1.4,0.6,0.4,0.1,0.418,0.406,0.8,0.046,19.2
Sam Young,7.4,2.5,0.7,0.4,0.3,0.451,0.196,0.777,0.044,16.5
Thaddeus Young,13.8,5.2,1.4,1.2,0.2,0.47,0.348,0.691,0.047,32
